Supplement	Supplement_Title	Source_Order	Role	Logical_Name	Canonical_Relative_Path	Filename	SHA256
S13	External qnrB contextualization	2	PRIMARY	qnrB reference support metrics	Results/Pilot_6_CIP/Candidate_Residual_Triage/Pilot6_qnrB_External_Contextualization_Execution_v1/Pilot6_qnrB_reference_support_metrics_v1.tsv	Pilot6_qnrB_reference_support_metrics_v1.tsv	569ae956071cdb2a05ef3e893f081164ad45ff9b157ac4748cdecd7b9162a79d
S13	External qnrB contextualization	3	SUPPORT	qnrB supporting-fragment inventory	Results/Pilot_6_CIP/Candidate_Residual_Triage/Pilot6_qnrB_External_Contextualization_Execution_v1/Pilot6_qnrB_supporting_fragment_inventory_v1.tsv	Pilot6_qnrB_supporting_fragment_inventory_v1.tsv	2687d2bb08e2a067b5615f73c4fe5b71bc8bfd111c4ee724a347b3176b31df61
S13	External qnrB contextualization	4	PRIMARY	External qnrB contextualization summary	Results/Pilot_6_CIP/Candidate_Residual_Triage/Pilot6_qnrB_External_Contextualization_Execution_v1/Pilot6_qnrB_external_contextualization_summary_v1.tsv	Pilot6_qnrB_external_contextualization_summary_v1.tsv	600ef1979f2395957accadaefe56cb5f9a9f822efd3901b268b69472f30db9dc
S13	External qnrB contextualization	5	SUPPORT	External qnrB contextualization terminal	Results/Pilot_6_CIP/Candidate_Residual_Triage/Pilot6_qnrB_external_contextualization_execution_terminal_v1.txt	Pilot6_qnrB_external_contextualization_execution_terminal_v1.txt	3a3d10852100dbeb4ade8bcebdb456eb9cda769d2fe603a6dee05ac881596e89
S14	Claim, denominator and missingness registry	1	METHODS	Paper1 reporting rules	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_Paper1_Bounded_Case_Study_Reporting_Freeze_v1/Paper1_ID005_reporting_rules_v1.tsv	Paper1_ID005_reporting_rules_v1.tsv	acccb505691bfb278b41d0b00e8c7865c4008f429e40decba077fd55231293c2
S14	Claim, denominator and missingness registry	2	PRIMARY	Paper1 claim registry	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_Paper1_Bounded_Case_Study_Reporting_Freeze_v1/Paper1_ID005_claim_registry_v1.tsv	Paper1_ID005_claim_registry_v1.tsv	01a5bcd22db1126ada780d3dccc0be012eb01ae32ab6dea2557632270830cad3
S14	Claim, denominator and missingness registry	3	PRIMARY	Denominator/missingness registry	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_Paper1_Bounded_Case_Study_Reporting_Freeze_v1/Paper1_ID005_denominator_and_missingness_reporting_v1.tsv	Paper1_ID005_denominator_and_missingness_reporting_v1.tsv	846bcedfa287e6a14b58bce34e475bc92fd2691d0c1ec389b37634688b5c0006
S14	Claim, denominator and missingness registry	4	PRIMARY	Limitations registry	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_Paper1_Bounded_Case_Study_Reporting_Freeze_v1/Paper1_ID005_limitations_registry_v1.tsv	Paper1_ID005_limitations_registry_v1.tsv	28afe160e90451042272872b0363f4cc95852dc1a011425c88422204d2868525
S14	Claim, denominator and missingness registry	5	PRIMARY	Results reporting schema	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_Paper1_Bounded_Case_Study_Reporting_Freeze_v1/Paper1_ID005_results_reporting_schema_v1.tsv	Paper1_ID005_results_reporting_schema_v1.tsv	1ee550bd53b69bd2d61ac62e7b9e6b0c4a3626c028973404abe33ba9f97b3ed3
S14	Claim, denominator and missingness registry	6	PRIMARY	Final bounded case-study endpoint	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_Paper1_Bounded_Case_Study_Reporting_Freeze_v1/Paper1_ID005_final_bounded_case_study_endpoint_v1.tsv	Paper1_ID005_final_bounded_case_study_endpoint_v1.tsv	ff0f3171b2ace566787d0288157e56a228cefe8e2260eef14011c717f1000f42
S15	Reproducibility and provenance ledger	1	PRIMARY	ID005 sequence-only stopping-state terminal	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_sequence_only_stopping_state_and_cross_isolate_contextualization_plan_terminal_v1.txt	ID005_sequence_only_stopping_state_and_cross_isolate_contextualization_plan_terminal_v1.txt	b2b4312a02f81f460274526e6f954cf620786db1f4193e938fbf72de91253650
S15	Reproducibility and provenance ledger	2	PRIMARY	External candidate integration terminal	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_external_candidate_contextualization_integration_terminal_v1.txt	ID005_external_candidate_contextualization_integration_terminal_v1.txt	bcdb06e0bf17afba510a129fa019a1e16fced40d3e51ed3def9dcb8f8f831aef
S15	Reproducibility and provenance ledger	3	PRIMARY	Paper1 reporting-freeze terminal	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_Paper1_bounded_case_study_reporting_freeze_terminal_v1.txt	ID005_Paper1_bounded_case_study_reporting_freeze_terminal_v1.txt	527fe24ea8c9d02b7422ab45ea16fa0301303d1df01b38886dca89a2ff2d17b0
S15	Reproducibility and provenance ledger	4	PRIMARY	Manuscript evidence-pack terminal	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_Paper1_manuscript_evidence_pack_terminal_v1.txt	ID005_Paper1_manuscript_evidence_pack_terminal_v1.txt	223bb22914b9d0f25d74adfaf4b3dd7d5b66249639abe065dfb785cf24da2fb4
S15	Reproducibility and provenance ledger	5	PRIMARY	Rendered manuscript-output terminal	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_Paper1_manuscript_rendered_outputs_terminal_v1.txt	ID005_Paper1_manuscript_rendered_outputs_terminal_v1.txt	b7dd75254202ab97c19f5ef1eb99f16c68ca242f36f2537e3be646711f78cc18
S15	Reproducibility and provenance ledger	6	FAILED_HISTORY	Failed Pilot6 cohort-ontology gate	Results/Pilot_6_CIP/Candidate_Residual_Triage/Pilot6_CIP_cohort_and_symmetric_contextualization_assay_freeze_terminal_v1.txt	Pilot6_CIP_cohort_and_symmetric_contextualization_assay_freeze_terminal_v1.txt	c556357560479d7ede3d84199d128a0f2ba1a531afd8432dc814180dc6c9a445
